,ProactivityStrategy,#Duration,#Points,#HelpRequest,#SuggestionRequest,mean_Trust,last_Trust
321,only_none,543.0,110,2,4,3.1666666666666665,3
322,only_none,611.0,160,0,5,2.0833333333333335,2
323,only_none,615.0,140,1,7,3.0833333333333335,3
324,only_none,526.0,150,1,8,2.0,2
325,only_none,521.0,150,1,7,3.8333333333333335,4
326,only_none,492.0,130,0,3,3.0,3
327,only_none,510.0,140,2,7,3.3333333333333335,3
328,only_none,498.0,110,0,6,2.9166666666666665,3
329,only_none,546.0,160,1,7,2.5833333333333335,3
330,only_none,427.0,150,0,8,3.0,3
331,only_none,414.0,160,2,9,3.5,4
332,only_none,447.0,170,0,8,4.0,4
333,only_none,752.0,140,1,6,2.9166666666666665,3
334,only_none,492.0,160,0,4,3.0,3
335,only_none,420.0,160,1,7,3.0833333333333335,3
336,only_none,459.0,170,2,6,3.8333333333333335,4
337,only_none,625.0,180,0,9,3.0,3
338,only_none,489.0,160,0,4,3.0833333333333335,3
339,only_none,573.0,160,1,6,3.0,3
340,only_none,629.0,150,1,7,2.0833333333333335,2
341,only_none,502.0,130,0,8,3.25,4
342,only_none,471.0,170,0,6,2.4166666666666665,3
343,only_none,492.0,140,2,7,3.0833333333333335,3
344,only_none,484.0,110,0,6,2.1666666666666665,2
345,only_none,563.0,130,0,4,3.0,3
346,only_none,496.0,130,1,9,3.4166666666666665,4
347,only_none,575.0,140,1,6,2.4166666666666665,2
348,only_none,464.0,160,1,7,3.0833333333333335,2
349,only_none,486.0,150,0,8,2.8333333333333335,3
350,only_none,453.0,150,0,8,2.5,2
351,only_none,413.0,160,2,8,2.3333333333333335,2
352,only_none,411.0,160,2,7,2.5833333333333335,2
353,only_none,477.0,150,1,7,3.0833333333333335,4
354,only_none,411.0,120,1,8,3.8333333333333335,4
355,only_none,516.0,170,2,6,3.5833333333333335,4
356,only_none,529.0,150,0,8,3.25,4
357,only_none,493.0,150,0,10,3.6666666666666665,4
358,only_none,470.0,160,1,10,2.0,2
359,only_none,504.0,110,1,6,2.0833333333333335,2
360,only_none,473.0,160,1,5,3.6666666666666665,4
361,only_none,565.0,160,0,8,3.1666666666666665,4
362,only_none,654.0,150,1,7,3.6666666666666665,4
363,only_none,481.0,160,4,6,2.9166666666666665,3
364,only_none,464.0,190,0,8,2.9166666666666665,4
365,only_none,429.0,170,0,9,3.3333333333333335,4
366,only_none,528.0,160,0,6,3.25,3
367,only_none,462.0,90,1,5,2.9166666666666665,3
368,only_none,615.0,120,0,7,2.5,2
369,only_none,464.0,180,0,10,3.5833333333333335,4
370,only_none,457.0,170,0,9,2.5,4
371,only_none,582.0,140,0,8,2.0,2
372,only_none,634.0,130,0,4,3.4166666666666665,4
373,only_none,500.0,170,0,8,3.0833333333333335,3
374,only_none,453.0,160,2,6,3.0,3
375,only_none,585.0,160,0,4,3.0833333333333335,3
376,only_none,488.0,160,0,8,3.8333333333333335,4
377,only_none,598.0,100,1,9,3.0833333333333335,4
378,only_none,502.0,150,0,9,3.5,4
379,only_none,500.0,140,0,7,3.4166666666666665,3
380,only_none,489.0,190,1,9,2.3333333333333335,2
381,only_none,453.0,150,1,8,3.0833333333333335,3
382,only_none,593.0,160,3,12,2.8333333333333335,2
383,only_none,471.0,130,1,8,4.0,4
384,only_none,533.0,180,1,8,3.5833333333333335,4
385,only_none,458.0,100,1,6,2.75,3
386,only_none,476.0,150,0,8,4.166666666666667,5
387,only_none,522.0,200,2,7,2.9166666666666665,3
388,only_none,600.0,150,0,6,3.9166666666666665,4
389,only_none,390.0,90,0,5,2.9166666666666665,3
390,only_none,533.0,160,0,8,3.5833333333333335,4
391,only_none,626.0,150,1,8,2.75,2
392,only_none,503.0,150,1,7,2.0,2
393,only_none,497.0,130,1,4,3.1666666666666665,3
394,only_none,501.0,120,2,7,3.6666666666666665,4
395,only_none,442.0,140,0,6,3.5,3
396,only_none,436.0,150,2,7,3.5833333333333335,4
